simulated_timestamp,customer_id,target_customer_id,table,operation,is_anomaly,anomaly_type
2026-07-19T19:48:49.640771,18,18,sessions,INSERT,0,
2026-07-20T09:05:31.082841,3,3,orders,UPDATE,0,
2026-07-22T12:09:17.852978,9,9,orders,SELECT,0,
2026-07-19T04:17:41.584762,9,9,orders,SELECT,0,
2026-07-18T11:53:57.195199,14,14,orders,INSERT,0,
2026-07-20T13:34:10.606407,12,12,sessions,INSERT,0,
2026-07-18T20:37:45.306772,17,17,orders,INSERT,0,
2026-07-22T13:49:08.348511,2,2,sessions,INSERT,0,
2026-07-20T16:46:14.100917,5,13,orders,SELECT,1,bulk_scan
2026-07-20T16:46:14.100917,5,19,orders,SELECT,1,bulk_scan
2026-07-20T16:46:14.100917,5,2,orders,SELECT,1,bulk_scan
2026-07-20T16:46:14.100917,5,20,orders,SELECT,1,bulk_scan
2026-07-20T16:46:14.100917,5,1,orders,SELECT,1,bulk_scan
2026-07-20T16:46:14.100917,5,5,orders,SELECT,1,bulk_scan
2026-07-20T16:46:14.100917,5,15,orders,SELECT,1,bulk_scan
2026-07-20T16:46:14.100917,5,11,orders,SELECT,1,bulk_scan
2026-07-19T13:43:35.373781,20,20,sessions,SELECT,0,
2026-07-20T17:36:18.447203,14,14,orders,INSERT,0,
2026-07-21T12:28:20.553590,8,8,orders,SELECT,0,
2026-07-18T10:56:50.346806,18,18,orders,INSERT,0,
2026-07-20T22:07:54.615643,3,3,orders,UPDATE,0,
2026-07-23T01:06:33.978913,2,2,orders,INSERT,0,
2026-07-19T00:37:54.831983,16,16,orders,SELECT,0,
2026-07-22T23:14:38.702678,4,4,sessions,INSERT,0,
2026-07-25T00:10:22.593498,19,19,orders,SELECT,0,
2026-07-23T01:43:31.788368,12,12,orders,SELECT,0,
2026-07-24T19:08:44.552606,5,5,sessions,SELECT,0,
2026-07-20T11:28:01.144616,7,7,orders,INSERT,0,
2026-07-18T18:34:50.449658,2,2,orders,SELECT,0,
2026-07-18T16:59:10.422089,7,7,orders,INSERT,0,
2026-07-23T16:04:26.927273,10,10,sessions,SELECT,0,
2026-07-24T11:19:52.439144,9,9,sessions,SELECT,0,
2026-07-19T23:01:36.754542,16,16,orders,INSERT,0,
2026-07-25T04:37:20.296627,11,11,orders,SELECT,0,
2026-07-19T17:42:06.805127,7,7,sessions,SELECT,0,
2026-07-20T02:35:57.383091,3,3,orders,SELECT,0,
2026-07-20T03:33:16.915284,19,19,sessions,SELECT,0,
2026-07-18T20:37:05.939115,4,4,orders,SELECT,0,
2026-07-19T01:29:43.018777,2,2,orders,SELECT,0,
2026-07-18T19:38:26.339052,14,14,orders,INSERT,0,
2026-07-20T14:48:23.394958,11,11,orders,INSERT,0,
2026-07-19T09:19:19.892796,14,14,orders,SELECT,0,
2026-07-19T14:53:30.088665,13,13,orders,SELECT,0,
2026-07-23T22:05:16.586422,7,7,orders,SELECT,0,
2026-07-19T21:30:00.761310,2,2,sessions,INSERT,0,
2026-07-20T23:54:56.741467,11,11,orders,INSERT,0,
2026-07-20T01:33:38.169079,15,15,orders,SELECT,0,
2026-07-18T00:12:48.361896,3,3,orders,SELECT,0,
2026-07-21T12:21:23.205865,14,14,orders,SELECT,0,
2026-07-22T08:58:59.090759,3,3,orders,UPDATE,0,
2026-07-20T21:34:38.997355,9,9,orders,SELECT,0,
2026-07-23T00:54:18.935537,9,9,sessions,INSERT,0,
2026-07-24T05:36:06.677060,8,8,orders,SELECT,0,
2026-07-20T12:20:55.251060,14,14,orders,SELECT,0,
2026-07-18T14:04:12.925410,15,15,orders,SELECT,0,
2026-07-19T03:00:48.914111,4,4,orders,INSERT,0,
2026-07-22T02:21:03.716143,10,10,orders,UPDATE,0,
2026-07-20T06:32:21.321392,15,15,sessions,INSERT,0,
2026-07-21T15:49:28.664689,19,19,orders,SELECT,0,
2026-07-18T12:11:02.658508,4,4,orders,INSERT,0,
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-18T02:01:24.636155,14,14,orders,INSERT,1,high_frequency_burst
2026-07-23T22:40:41.316926,6,6,orders,INSERT,0,
2026-07-22T02:41:20.310781,12,12,orders,SELECT,0,
2026-07-20T04:10:13.369413,11,11,orders,SELECT,0,
2026-07-22T09:12:01.704962,13,13,orders,INSERT,0,
2026-07-18T19:32:48.565969,15,15,orders,UPDATE,0,
2026-07-20T13:39:19.198789,2,2,orders,SELECT,0,
2026-07-18T23:46:00.028150,20,20,orders,INSERT,0,
2026-07-24T16:51:41.297334,20,20,orders,INSERT,0,
2026-07-22T04:35:16.131085,11,11,sessions,SELECT,0,
2026-07-19T11:41:12.359351,9,9,orders,SELECT,0,
2026-07-21T18:07:32.349418,18,18,orders,INSERT,0,
2026-07-20T19:21:14.918608,6,6,orders,INSERT,0,
2026-07-21T08:31:13.523209,1,1,orders,INSERT,0,
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-22T11:22:40.428400,10,10,orders,INSERT,1,high_frequency_burst
2026-07-23T04:30:52.462157,15,15,orders,SELECT,0,
2026-07-25T04:16:42.165214,9,9,orders,INSERT,0,
2026-07-23T03:08:33.403620,8,8,orders,UPDATE,0,
2026-07-24T22:14:25.435010,18,18,sessions,SELECT,0,
2026-07-24T01:32:09.522630,7,7,sessions,SELECT,0,
2026-07-22T02:21:01.121355,1,1,orders,SELECT,0,
2026-07-22T22:05:31.877627,18,18,orders,UPDATE,0,
2026-07-24T09:52:23.542346,2,2,sessions,INSERT,0,
2026-07-23T14:47:14.850238,11,11,orders,SELECT,0,
2026-07-20T04:42:21.482384,20,20,sessions,SELECT,0,
2026-07-24T02:42:45.154317,2,2,customers,SELECT,1,unusual_table_combo
2026-07-24T02:42:45.154317,2,2,orders,SELECT,1,unusual_table_combo
2026-07-24T02:42:45.154317,2,2,sessions,SELECT,1,unusual_table_combo
2026-07-21T22:23:42.300986,17,17,orders,SELECT,0,
2026-07-23T08:47:39.228449,19,19,sessions,INSERT,0,
2026-07-19T21:01:11.380984,18,18,orders,INSERT,0,
2026-07-21T02:17:40.587336,10,10,orders,SELECT,0,
2026-07-24T09:04:07.393592,20,20,orders,INSERT,0,
2026-07-21T17:46:55.771864,5,5,orders,SELECT,0,
2026-07-22T18:42:17.671619,5,5,orders,INSERT,0,
2026-07-21T20:19:03.104287,4,4,orders,SELECT,0,
2026-07-18T22:19:32.813427,4,4,orders,SELECT,0,
2026-07-24T08:53:10.206402,5,5,orders,SELECT,0,
2026-07-23T09:47:19.933711,19,19,orders,UPDATE,0,
2026-07-22T10:04:34.827505,13,13,orders,INSERT,0,
2026-07-21T01:00:33.238434,11,11,orders,INSERT,0,
2026-07-24T06:38:26.647638,4,4,orders,UPDATE,0,
2026-07-21T21:18:30.308482,15,15,orders,SELECT,0,
2026-07-23T00:12:13.241956,9,9,orders,SELECT,0,
2026-07-20T10:22:41.137738,4,4,orders,SELECT,0,
2026-07-23T02:33:53.580709,3,3,orders,UPDATE,0,
2026-07-21T06:32:59.283960,10,10,orders,INSERT,0,
2026-07-21T11:34:26.249480,8,8,orders,INSERT,0,
2026-07-21T04:45:04.879679,3,3,orders,UPDATE,0,
2026-07-23T20:15:58.591287,20,20,orders,SELECT,0,
2026-07-18T23:47:36.795416,18,18,orders,SELECT,0,
2026-07-24T06:24:30.810609,10,10,orders,SELECT,0,
2026-07-22T22:50:13.177572,14,14,orders,SELECT,0,
2026-07-19T00:47:23.931126,6,6,sessions,SELECT,0,
2026-07-23T15:31:40.577707,15,15,sessions,SELECT,0,
2026-07-21T08:56:32.556008,11,11,orders,UPDATE,0,
2026-07-21T23:18:58.499943,4,4,orders,UPDATE,0,
2026-07-20T16:15:17.286349,10,10,sessions,SELECT,0,
2026-07-21T13:55:40.225655,11,11,orders,INSERT,0,
2026-07-22T13:49:51.820128,2,2,orders,SELECT,0,
2026-07-24T09:18:53.770574,5,5,orders,INSERT,0,
2026-07-18T05:30:32.489088,2,2,sessions,SELECT,0,
2026-07-18T14:43:58.499763,4,14,orders,SELECT,1,bulk_scan
2026-07-18T14:43:58.499763,4,19,orders,SELECT,1,bulk_scan
2026-07-18T14:43:58.499763,4,13,orders,SELECT,1,bulk_scan
2026-07-18T14:43:58.499763,4,15,orders,SELECT,1,bulk_scan
2026-07-18T14:43:58.499763,4,3,orders,SELECT,1,bulk_scan
2026-07-18T14:43:58.499763,4,1,orders,SELECT,1,bulk_scan
2026-07-18T14:43:58.499763,4,11,orders,SELECT,1,bulk_scan
2026-07-18T14:43:58.499763,4,7,orders,SELECT,1,bulk_scan
2026-07-21T23:08:00.323530,5,5,orders,INSERT,0,
2026-07-22T20:52:10.849167,9,9,orders,INSERT,0,
2026-07-23T14:11:28.755483,16,16,sessions,SELECT,0,
2026-07-24T22:21:55.437058,13,13,orders,SELECT,0,
2026-07-22T21:47:38.622879,15,15,sessions,SELECT,0,
2026-07-19T05:06:53.361462,19,19,orders,SELECT,0,
2026-07-19T20:48:19.962201,1,1,orders,UPDATE,0,
2026-07-22T02:25:19.497756,14,14,orders,SELECT,0,
2026-07-24T18:27:28.754210,19,19,orders,SELECT,0,
2026-07-24T21:17:36.119886,13,13,customers,SELECT,1,unusual_table_combo
2026-07-24T21:17:36.119886,13,13,orders,SELECT,1,unusual_table_combo
2026-07-24T21:17:36.119886,13,13,sessions,SELECT,1,unusual_table_combo
2026-07-19T17:15:12.543397,7,7,sessions,INSERT,0,
2026-07-20T19:57:24.467450,9,9,orders,UPDATE,0,
2026-07-21T14:39:51.497646,19,19,orders,INSERT,0,
2026-07-23T21:12:55.945628,3,3,orders,SELECT,0,
2026-07-22T02:27:46.200978,9,9,sessions,SELECT,0,
2026-07-25T02:03:35.095091,1,1,orders,SELECT,0,
2026-07-21T15:35:15.721226,19,19,orders,SELECT,0,
2026-07-18T12:42:53.058088,2,2,sessions,INSERT,0,
2026-07-24T19:16:38.085824,16,16,orders,SELECT,0,
2026-07-19T02:48:25.715775,4,4,sessions,SELECT,0,
2026-07-20T16:09:29.056490,1,1,sessions,SELECT,0,
2026-07-24T07:16:44.668413,13,13,orders,UPDATE,0,
2026-07-21T03:00:23.657358,2,2,orders,SELECT,0,
2026-07-20T22:32:45.368203,16,16,orders,SELECT,0,
2026-07-21T05:20:12.627073,7,7,orders,INSERT,0,
2026-07-23T08:06:45.942599,2,2,orders,UPDATE,0,
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-19T02:34:55.735104,6,6,orders,INSERT,1,high_frequency_burst
2026-07-21T11:04:29.326652,6,6,orders,SELECT,0,
2026-07-20T15:02:57.071983,1,1,orders,UPDATE,0,
2026-07-22T03:13:48.882351,9,9,orders,SELECT,0,
2026-07-18T14:42:01.386261,1,1,sessions,INSERT,0,
2026-07-21T06:19:20.918226,13,13,orders,SELECT,0,
2026-07-20T04:01:30.065865,18,18,orders,SELECT,0,
2026-07-21T10:20:00.242044,11,11,sessions,SELECT,0,
2026-07-21T16:22:59.860707,18,18,orders,UPDATE,0,
2026-07-22T06:32:08.854903,12,12,orders,INSERT,0,
2026-07-25T04:58:24.878198,4,4,sessions,SELECT,0,
2026-07-23T23:03:35.337687,19,19,orders,SELECT,0,
2026-07-20T17:50:18.945112,8,8,orders,SELECT,0,
2026-07-21T16:56:41.902208,2,2,sessions,SELECT,0,
2026-07-23T18:44:54.947397,5,5,sessions,SELECT,0,
2026-07-22T11:00:45.397781,16,16,orders,SELECT,0,
2026-07-22T14:14:59.999415,19,19,orders,SELECT,0,
2026-07-20T14:56:36.169384,10,10,sessions,SELECT,0,
2026-07-22T03:46:10.494974,10,10,orders,SELECT,0,
2026-07-19T21:54:31.136453,20,20,orders,UPDATE,0,
2026-07-19T10:09:18.551862,10,10,sessions,SELECT,0,
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-24T21:57:00.663108,15,15,orders,INSERT,1,high_frequency_burst
2026-07-21T10:39:18.676674,14,14,orders,INSERT,0,
2026-07-23T07:19:35.256449,14,14,orders,UPDATE,0,
2026-07-22T21:21:52.785800,9,9,orders,INSERT,0,
2026-07-19T14:17:43.761658,11,11,orders,DELETE,1,off_hours_bulk_delete
2026-07-19T14:17:43.761658,11,11,orders,DELETE,1,off_hours_bulk_delete
2026-07-19T14:17:43.761658,11,11,orders,DELETE,1,off_hours_bulk_delete
2026-07-19T14:17:43.761658,11,11,orders,DELETE,1,off_hours_bulk_delete
2026-07-19T14:17:43.761658,11,11,orders,DELETE,1,off_hours_bulk_delete
2026-07-17T17:57:59.737774,13,13,orders,INSERT,0,
2026-07-20T04:06:10.834415,12,12,orders,SELECT,0,
2026-07-22T01:24:04.443289,18,18,orders,SELECT,0,
2026-07-19T16:20:07.181139,8,8,orders,INSERT,0,
2026-07-22T00:39:07.241019,12,12,orders,SELECT,0,
2026-07-21T01:08:48.133573,15,15,orders,INSERT,0,
2026-07-21T08:33:33.877044,18,18,orders,UPDATE,0,
2026-07-18T16:25:20.073081,8,8,orders,SELECT,0,
2026-07-22T11:31:22.625394,10,10,orders,SELECT,0,
2026-07-20T07:49:38.195038,5,5,sessions,INSERT,0,
2026-07-20T16:21:00.840182,4,4,orders,SELECT,0,
2026-07-18T14:37:24.285940,18,18,orders,SELECT,0,
2026-07-22T06:22:05.005353,19,19,orders,SELECT,0,
2026-07-18T08:55:39.866969,2,2,sessions,INSERT,0,
2026-07-23T07:36:33.602947,8,8,orders,SELECT,0,
2026-07-18T17:01:23.979662,7,7,sessions,SELECT,0,
2026-07-21T20:40:37.812847,18,18,orders,SELECT,0,
2026-07-24T20:53:01.485023,16,16,orders,INSERT,0,
2026-07-18T01:59:08.269504,5,5,orders,INSERT,0,
2026-07-23T23:29:01.650597,13,13,orders,UPDATE,0,
2026-07-22T16:07:23.112861,10,10,sessions,SELECT,0,
2026-07-18T18:54:47.495380,16,16,customers,SELECT,1,unusual_table_combo
2026-07-18T18:54:47.495380,16,16,orders,SELECT,1,unusual_table_combo
2026-07-18T18:54:47.495380,16,16,sessions,SELECT,1,unusual_table_combo
2026-07-18T17:29:18.285947,16,16,orders,SELECT,0,
2026-07-21T10:05:01.991405,9,9,orders,INSERT,0,
2026-07-18T12:10:46.064900,6,6,orders,SELECT,0,
2026-07-22T23:59:54.651410,12,12,orders,SELECT,0,
2026-07-24T01:07:34.354452,2,2,sessions,INSERT,0,
2026-07-21T06:31:07.955276,5,5,sessions,SELECT,0,
2026-07-24T13:37:34.905916,5,5,orders,SELECT,0,
2026-07-22T18:43:02.996426,6,6,sessions,INSERT,0,
2026-07-20T03:37:55.894235,17,17,sessions,SELECT,0,
2026-07-25T01:05:31.861458,11,11,orders,INSERT,0,
2026-07-21T04:09:59.025737,1,1,orders,UPDATE,0,
2026-07-22T16:30:00.038380,12,12,sessions,SELECT,0,
2026-07-22T03:20:12.261714,8,8,orders,UPDATE,0,
2026-07-22T06:29:35.077169,19,19,orders,INSERT,0,
2026-07-22T05:58:50.187953,4,4,orders,INSERT,0,
2026-07-23T22:20:23.596258,7,7,sessions,SELECT,0,
2026-07-18T22:18:53.319465,12,12,orders,SELECT,0,
2026-07-23T01:12:50.712161,17,17,orders,INSERT,0,
2026-07-18T08:17:23.230922,9,9,orders,DELETE,1,off_hours_bulk_delete
2026-07-18T08:17:23.230922,9,9,orders,DELETE,1,off_hours_bulk_delete
2026-07-18T08:17:23.230922,9,9,orders,DELETE,1,off_hours_bulk_delete
2026-07-18T08:17:23.230922,9,9,orders,DELETE,1,off_hours_bulk_delete
2026-07-18T08:17:23.230922,9,9,orders,DELETE,1,off_hours_bulk_delete
2026-07-20T21:32:45.561587,10,10,orders,UPDATE,0,
2026-07-24T01:21:49.981389,5,5,sessions,SELECT,0,
2026-07-21T06:51:16.870693,13,13,orders,UPDATE,0,
2026-07-22T22:35:29.586040,19,19,orders,INSERT,0,
2026-07-20T14:30:35.948839,16,16,orders,SELECT,0,
2026-07-18T13:00:37.928127,13,13,orders,SELECT,0,
2026-07-21T09:35:53.193286,7,14,orders,SELECT,1,bulk_scan
2026-07-21T09:35:53.193286,7,19,orders,SELECT,1,bulk_scan
2026-07-21T09:35:53.193286,7,4,orders,SELECT,1,bulk_scan
